PROVINCE_CODE,CITY_CODE,DISTRICT_CODE,STANDARD_YEAR_MONTH,WEEKDAY_WEEKEND,GENDER,AGE_GROUP,TIME_SLOT,RESIDENTIAL_POPULATION,WORKING_POPULATION,VISITING_POPULATION
11,11140,11140118,202302,H,F,50,T06,195.75,21.56,54.92
11,11140,11140137,202102,H,M,25,T12,13.07,17.33,28.43
11,11560,11560110,202306,H,M,15,T09,1119.87,0.0,966.71
11,11140,11140134,202110,H,F,20,T24,13.44,2.19,22.51
11,11140,11140123,202208,H,F,25,T09,6.07,3.74,25.86
11,11140,11140123,202112,H,F,35,T24,7.29,0.63,6.5
11,11140,11140107,202307,H,F,70,T18,15.96,0.0,5.59
11,11140,11140115,202110,H,M,45,T06,7.61,11.8,39.69
11,11140,11140147,202103,W,M,10,T21,7.32,0.0,4.16
11,11140,11140126,202212,W,F,15,T24,48.21,0.0,11.87
11,11560,11560101,202102,W,M,30,T21,587.95,31.71,186.0
11,11650,11650110,202312,W,M,25,T15,38.7,107.53,57.57
11,11140,11140170,202111,W,F,20,T24,12.44,2.55,14.25
11,11140,11140157,202108,W,F,50,T06,2.89,12.57,13.44
11,11140,11140131,202104,H,M,40,T15,6.82,16.15,32.79
11,11140,11140165,202102,H,F,20,T15,142.45,43.93,145.5
11,11140,11140123,202110,W,M,45,T24,10.07,1.19,5.18
11,11140,11140121,202306,W,M,20,T09,81.77,78.06,82.7
11,11560,11560121,202203,H,F,45,T15,481.83,118.86,337.57
11,11140,11140126,202303,W,M,30,T18,44.83,74.08,127.71
11,11140,11140134,202211,H,F,50,T21,21.93,2.61,10.02
11,11560,11560129,202205,W,M,15,T09,35.25,0.0,116.21
11,11140,11140102,202211,H,M,70,T06,34.25,0.0,22.52
11,11140,11140102,202211,H,F,10,T24,46.18,0.54,15.36
11,11140,11140155,202104,H,M,55,T06,7.54,23.4,21.05
11,11140,11140114,202304,H,M,20,T21,89.32,13.14,95.98
11,11140,11140166,202208,H,F,10,T06,22.81,0.33,22.68
11,11140,11140165,202101,H,F,15,T21,125.53,0.0,33.46
11,11140,11140169,202308,W,F,35,T21,42.38,5.33,17.67
11,11140,11140118,202108,W,M,15,T15,27.08,0.0,47.34
11,11560,11560120,202107,W,F,10,T06,71.7,0.47,11.7
11,11560,11560102,202106,H,M,10,T09,21.04,0.42,20.24
11,11560,11560115,202302,W,F,50,T24,462.49,23.84,47.53
11,11560,11560113,202303,H,M,55,T24,402.24,21.55,80.63
11,11140,11140106,202104,H,F,55,T24,0.97,0.18,0.47
11,11650,11650108,202303,W,F,40,T06,6719.71,2311.53,2408.31
11,11560,11560114,202205,W,M,10,T06,514.66,3.63,86.42
11,11140,11140120,202106,H,F,60,T18,33.47,21.31,51.36
11,11140,11140113,202208,H,M,15,T09,3.58,0.0,11.09
11,11560,11560112,202101,H,F,20,T18,74.73,15.59,43.79
11,11140,11140170,202309,W,M,60,T24,39.28,3.18,16.89
11,11140,11140154,202202,H,M,10,T12,3.95,0.0,9.41
11,11140,11140127,202301,W,M,55,T09,69.23,204.68,224.68
11,11560,11560116,202310,W,F,55,T09,126.79,97.64,94.29
11,11140,11140130,202101,W,F,55,T24,2.84,0.16,0.69
11,11560,11560128,202104,W,M,20,T24,202.74,13.73,37.27
11,11140,11140143,202303,H,M,15,T18,35.69,0.0,17.85
11,11650,11650106,202109,W,M,30,T15,533.9,821.93,914.03
11,11140,11140104,202312,W,F,30,T15,76.42,515.35,233.67
11,11560,11560112,202203,W,F,65,T21,108.13,13.23,15.55
11,11140,11140118,202112,W,M,30,T09,43.6,540.73,331.64
11,11140,11140128,202304,H,F,35,T21,44.58,2.89,15.89
11,11560,11560133,202308,W,M,20,T12,793.73,192.29,361.47
11,11140,11140110,202206,W,M,10,T09,20.79,0.03,2.71
11,11560,11560116,202208,H,M,40,T12,103.52,20.09,100.31
11,11140,11140116,202208,W,M,45,T09,11.78,108.68,114.69
11,11140,11140103,202207,H,M,15,T06,32.77,0.0,18.18
11,11140,11140157,202205,H,F,15,T12,1.73,0.0,9.26
11,11560,11560128,202204,W,M,55,T21,235.3,38.17,94.55
11,11140,11140141,202312,W,M,45,T09,20.02,80.92,49.28
11,11560,11560115,202108,W,M,70,T06,265.47,0.33,130.67
11,11140,11140117,202310,H,F,10,T18,126.76,1.05,65.23
11,11140,11140153,202201,W,M,20,T09,8.0,2.94,17.86
11,11140,11140171,202105,W,F,15,T24,60.62,0.0,6.2
11,11140,11140169,202306,H,M,20,T09,28.27,2.91,19.21
11,11140,11140143,202103,W,M,60,T18,24.04,13.01,19.94
11,11140,11140108,202211,W,F,55,T12,5.37,54.05,16.99
11,11140,11140158,202110,W,M,45,T24,27.5,13.36,17.39
11,11140,11140167,202206,W,M,65,T24,31.28,4.94,14.94
11,11560,11560133,202102,H,M,30,T18,1604.98,129.96,663.32
11,11560,11560134,202108,H,M,60,T06,26.96,2.86,22.46
11,11560,11560114,202303,W,F,20,T21,181.45,14.97,66.59
11,11650,11650101,202104,W,F,30,T12,1581.61,2904.81,1194.45
11,11560,11560115,202210,H,M,25,T18,250.97,54.99,394.51
11,11140,11140103,202111,H,F,40,T15,10.24,25.07,125.01
11,11140,11140158,202310,W,M,55,T06,48.66,93.58,55.05
11,11140,11140152,202101,W,F,20,T15,3.17,19.06,49.75
11,11140,11140115,202105,W,F,20,T21,1.5,5.26,13.8
11,11140,11140158,202310,H,F,25,T15,29.92,14.64,85.76
11,11140,11140154,202109,W,M,20,T15,8.41,15.15,21.11
11,11560,11560115,202212,W,F,30,T12,212.06,297.35,181.78
11,11140,11140107,202106,W,M,20,T15,1.96,14.23,28.68
11,11140,11140114,202101,H,M,30,T09,17.14,46.35,92.88
11,11560,11560102,202307,W,F,30,T15,78.51,55.96,131.91
11,11560,11560120,202205,W,M,45,T09,35.83,87.58,69.09
11,11560,11560118,202308,W,M,40,T18,388.42,43.66,156.89
11,11560,11560119,202310,H,M,60,T18,102.82,12.78,53.8
11,11140,11140152,202110,H,M,30,T24,20.43,1.72,15.35
11,11140,11140156,202302,W,F,45,T24,24.8,1.02,5.57
11,11140,11140109,202109,H,F,60,T09,0.56,2.22,3.59
11,11560,11560107,202304,H,M,35,T24,224.2,8.38,69.77
11,11140,11140167,202310,H,M,55,T24,85.27,7.41,29.3
11,11140,11140171,202207,H,F,10,T21,116.83,1.12,27.05
11,11560,11560134,202208,W,M,25,T12,21.18,48.24,27.03
11,11140,11140144,202302,H,M,40,T21,186.19,23.15,111.27
11,11140,11140110,202304,H,M,15,T21,13.14,0.0,6.5
11,11560,11560109,202310,H,M,20,T06,175.51,13.4,56.97
11,11140,11140151,202111,H,F,35,T24,18.37,2.72,45.77
11,11560,11560118,202311,W,F,30,T12,206.13,97.2,76.75
11,11140,11140114,202101,W,F,10,T12,34.0,1.21,34.21
11,11140,11140106,202101,W,M,50,T09,1.28,85.22,49.03
11,11560,11560134,202103,H,M,40,T24,51.1,2.76,13.66
11,11140,11140113,202103,H,F,20,T21,4.62,2.05,30.52
11,11560,11560101,202101,W,F,70,T21,620.79,2.22,72.35
11,11140,11140108,202210,W,F,45,T15,4.81,85.08,32.85
11,11560,11560113,202201,W,M,20,T12,130.47,51.6,233.78
11,11560,11560104,202304,W,F,30,T15,208.02,263.49,355.33
11,11140,11140137,202208,W,M,40,T09,21.29,166.09,105.69
11,11140,11140125,202104,H,M,30,T06,26.39,15.16,103.83
11,11560,11560117,202112,H,M,45,T09,66.77,11.54,54.64
11,11560,11560102,202309,W,M,60,T12,34.73,27.83,53.77
11,11140,11140139,202303,H,F,25,T12,12.43,7.23,19.48
11,11140,11140168,202306,W,M,65,T06,63.38,25.16,62.9
11,11560,11560124,202301,H,F,40,T15,323.42,23.18,114.56
11,11140,11140135,202203,W,M,35,T18,8.78,18.82,14.57
11,11140,11140125,202106,H,M,60,T24,21.49,4.58,20.01
11,11140,11140106,202101,H,F,30,T06,1.14,0.69,1.82
11,11560,11560124,202212,W,M,65,T09,98.79,49.45,68.74
11,11560,11560120,202210,W,F,70,T12,88.39,0.0,75.22
11,11560,11560128,202112,H,F,55,T06,193.86,19.12,35.91
11,11560,11560120,202308,W,F,65,T18,72.42,7.99,17.42
11,11650,11650101,202111,W,F,15,T15,1926.71,0.0,1648.0
11,11560,11560119,202312,H,M,15,T24,96.29,0.0,22.51
11,11140,11140136,202103,W,M,20,T06,41.96,6.62,22.35
11,11560,11560114,202111,H,F,60,T21,196.65,17.0,26.31
11,11140,11140148,202305,W,M,20,T18,257.15,128.05,493.1
11,11140,11140142,202107,H,F,45,T24,12.42,0.61,4.03
11,11650,11650108,202109,W,M,45,T12,1836.7,8145.36,6171.0
11,11140,11140106,202311,H,M,10,T09,6.4,0.04,5.83
11,11140,11140103,202205,H,M,25,T15,26.38,58.35,159.37
11,11140,11140105,202211,W,M,15,T15,75.01,0.0,125.85
11,11560,11560116,202112,W,F,30,T12,75.13,98.39,101.46
11,11560,11560128,202107,W,F,25,T21,430.62,30.6,155.49
11,11140,11140134,202211,H,F,10,T15,15.71,0.06,21.08
11,11140,11140108,202306,H,F,10,T24,17.98,0.1,2.6
11,11140,11140131,202101,H,F,20,T18,1.79,2.2,15.84
11,11650,11650102,202102,H,F,60,T24,1549.09,52.17,124.03
11,11560,11560105,202101,W,F,40,T06,162.62,151.6,157.51
11,11650,11650104,202211,W,F,15,T06,15.74,0.0,16.64
11,11140,11140147,202308,H,M,70,T12,44.58,0.0,54.41
11,11560,11560102,202201,H,F,15,T12,10.59,0.0,19.0
11,11140,11140139,202110,W,M,25,T18,27.64,26.36,24.84
11,11650,11650110,202111,W,F,30,T21,108.15,4.46,22.61
11,11650,11650102,202306,H,M,25,T09,1327.17,299.65,861.54
11,11560,11560126,202304,H,F,70,T15,142.38,0.0,51.2
11,11140,11140128,202307,W,F,40,T15,19.69,48.54,32.61
11,11560,11560124,202105,W,F,55,T18,183.0,46.11,60.5
11,11560,11560101,202307,H,F,25,T09,428.29,69.95,330.41
11,11140,11140153,202205,W,F,10,T15,4.65,0.03,7.31
11,11140,11140166,202312,H,F,35,T21,151.21,7.17,62.03
11,11560,11560130,202111,W,M,45,T15,17.25,24.44,34.13
11,11140,11140142,202302,H,M,50,T15,14.4,9.15,30.92
11,11140,11140163,202308,W,F,70,T18,240.92,0.0,94.48
11,11140,11140145,202112,H,F,65,T15,9.82,5.03,15.95
11,11560,11560117,202210,H,F,45,T21,95.13,7.49,38.88
11,11140,11140145,202307,H,F,35,T21,51.49,3.05,46.33
11,11140,11140148,202211,H,F,35,T15,230.05,129.33,722.2
11,11140,11140146,202109,H,F,50,T06,15.41,2.97,7.45
11,11140,11140169,202307,W,M,60,T15,16.56,14.34,32.76
11,11140,11140128,202212,W,M,45,T09,20.17,39.36,62.76
11,11140,11140164,202106,H,F,50,T06,69.0,6.65,16.71
11,11140,11140152,202201,H,M,60,T12,20.44,25.66,75.45
11,11560,11560107,202203,H,F,50,T21,106.2,7.0,17.84
11,11560,11560111,202102,W,M,10,T12,198.85,0.01,83.32
11,11140,11140129,202212,H,M,20,T15,17.61,5.85,59.56
11,11140,11140133,202304,H,M,30,T12,34.18,15.13,41.16
11,11560,11560128,202112,W,F,70,T18,298.75,0.0,72.27
11,11140,11140139,202201,H,F,45,T12,6.07,1.54,7.75
11,11140,11140151,202102,W,M,65,T15,10.83,50.33,42.97
11,11560,11560101,202102,H,F,40,T06,520.04,26.45,89.08
11,11140,11140139,202205,H,M,40,T15,7.42,11.31,13.67
11,11560,11560102,202305,H,M,45,T15,61.01,10.71,70.44
11,11560,11560122,202206,W,M,30,T12,18.1,63.42,24.29
11,11560,11560113,202209,H,F,45,T12,231.06,69.38,188.97
11,11140,11140112,202304,W,M,70,T06,180.19,0.0,184.67
11,11140,11140105,202203,W,F,55,T21,34.68,13.92,19.59
11,11140,11140160,202309,W,M,50,T24,38.67,4.57,12.07
11,11650,11650102,202112,H,M,60,T24,1245.24,48.26,245.81
11,11140,11140151,202308,W,F,40,T18,75.93,16.3,62.38
11,11560,11560131,202112,W,M,10,T18,88.62,0.14,40.74
11,11140,11140132,202107,W,M,55,T15,24.69,195.97,95.02
11,11560,11560130,202302,H,F,60,T06,30.15,1.44,4.37
11,11560,11560134,202104,W,F,30,T24,81.61,3.54,13.71
11,11140,11140118,202307,W,F,35,T18,205.52,195.12,206.5
11,11560,11560127,202208,W,M,15,T18,101.81,0.0,63.78
11,11140,11140129,202208,W,M,60,T18,7.07,4.68,13.16
11,11140,11140127,202307,H,M,55,T15,121.91,61.86,175.48
11,11140,11140158,202203,W,F,10,T18,9.05,0.0,6.07
11,11560,11560111,202101,H,M,65,T09,115.72,24.92,33.04
11,11140,11140149,202203,W,M,35,T09,10.75,39.96,65.83
11,11560,11560101,202207,H,F,35,T09,405.91,55.36,232.1
11,11140,11140148,202211,H,M,50,T15,275.56,148.65,505.73
11,11140,11140117,202105,W,F,50,T24,40.26,2.7,13.99
11,11140,11140152,202308,W,M,30,T12,46.83,92.32,108.42
11,11560,11560125,202108,H,M,35,T15,198.5,36.77,96.67
11,11140,11140142,202312,H,M,25,T09,15.47,4.27,15.92
11,11140,11140116,202205,W,M,45,T09,8.21,106.11,104.07
11,11560,11560120,202209,H,F,55,T18,42.14,10.97,25.05
11,11560,11560132,202305,H,M,65,T12,1391.15,211.05,781.27
11,11140,11140158,202105,W,M,70,T12,9.51,0.0,93.16
11,11140,11140105,202105,H,F,45,T21,8.22,2.97,11.84
11,11560,11560131,202201,H,M,35,T06,119.96,3.61,55.58
11,11650,11650101,202103,W,M,15,T18,1900.64,0.57,1371.17
11,11560,11560107,202301,H,M,10,T24,133.03,0.52,30.79
11,11140,11140171,202107,H,F,50,T18,130.79,13.95,38.43
11,11140,11140156,202105,W,F,55,T24,4.55,0.74,0.77
11,11560,11560116,202306,W,M,60,T09,64.22,66.23,97.73
11,11140,11140173,202111,H,F,40,T24,36.16,3.02,7.25
11,11140,11140156,202302,W,M,45,T12,10.39,77.85,55.27
11,11140,11140117,202109,H,F,70,T09,16.59,0.1,44.55
11,11140,11140124,202204,W,F,60,T21,15.8,4.69,7.48
11,11140,11140163,202309,H,M,30,T18,128.68,24.6,187.53
11,11560,11560106,202111,H,F,30,T12,58.63,9.91,133.71
11,11560,11560102,202105,H,M,45,T24,63.39,2.11,28.79
11,11140,11140161,202211,W,F,65,T06,13.08,16.64,11.74
11,11140,11140147,202309,W,F,60,T18,40.26,15.21,21.23
11,11140,11140160,202209,H,M,40,T12,8.76,9.58,27.32
11,11140,11140155,202202,W,M,50,T21,21.34,14.56,40.64
11,11140,11140151,202310,W,F,20,T12,44.04,41.0,73.93
11,11560,11560121,202202,H,M,65,T15,276.66,42.71,118.67
11,11140,11140136,202305,H,M,60,T09,16.36,6.87,19.09
11,11140,11140111,202210,W,M,65,T15,34.32,42.76,182.27
11,11140,11140154,202306,W,M,10,T21,41.44,0.36,12.76
11,11140,11140156,202302,W,M,50,T12,12.52,86.28,60.87
11,11140,11140102,202105,H,F,65,T15,2.9,4.34,11.0
11,11140,11140131,202212,H,F,55,T12,33.79,16.27,60.67
11,11140,11140125,202203,H,M,60,T21,25.85,4.6,23.08
11,11560,11560101,202309,H,M,25,T24,526.66,26.2,235.63
11,11140,11140117,202212,H,M,65,T21,38.0,3.89,14.74
11,11140,11140160,202107,H,M,40,T15,4.68,6.84,16.2
11,11140,11140130,202101,H,F,65,T18,2.97,0.53,1.0
11,11560,11560107,202310,H,F,65,T24,127.06,5.42,16.45
11,11140,11140105,202306,W,F,70,T12,193.4,0.0,286.31
11,11140,11140133,202209,W,M,15,T15,8.28,0.0,40.82
11,11140,11140119,202301,H,M,10,T15,15.75,0.11,12.28
11,11140,11140132,202304,W,M,15,T12,22.28,0.0,63.78
11,11140,11140155,202209,W,F,65,T15,13.46,25.47,37.31
11,11140,11140168,202209,W,F,50,T18,57.06,58.11,85.43
11,11560,11560109,202206,H,F,10,T18,249.25,2.34,104.81
11,11140,11140137,202310,H,M,40,T06,56.35,14.48,25.43
11,11560,11560127,202306,W,M,25,T21,178.98,18.83,87.83
11,11140,11140106,202302,W,F,50,T18,4.79,10.51,11.0
11,11140,11140152,202111,W,M,40,T24,18.44,3.16,12.17
11,11140,11140110,202305,W,M,35,T12,18.01,122.17,91.68
11,11560,11560115,202201,W,F,10,T21,532.62,6.46,184.55
11,11140,11140122,202112,W,M,10,T09,24.45,3.46,61.54
11,11560,11560115,202309,W,F,40,T24,532.02,23.09,52.45
11,11140,11140152,202309,W,F,45,T15,58.23,103.82,89.52
11,11560,11560123,202304,W,F,55,T06,107.9,26.8,20.53
11,11140,11140148,202103,H,M,35,T06,123.65,67.94,205.24
11,11650,11650110,202312,W,M,10,T21,187.33,1.37,21.34
11,11560,11560109,202203,H,M,15,T12,77.1,0.0,65.06
11,11140,11140118,202103,W,F,40,T06,51.59,220.27,138.55
11,11140,11140118,202311,H,M,70,T18,313.5,0.01,115.27
11,11650,11650103,202205,W,M,70,T21,747.04,0.0,101.57
11,11560,11560132,202306,W,M,50,T09,1400.33,793.74,1062.42
11,11140,11140139,202308,W,F,45,T21,13.27,1.64,3.55
11,11560,11560132,202302,W,M,70,T06,3496.7,0.0,1168.89
11,11560,11560106,202209,H,F,55,T12,36.65,17.24,54.62
11,11140,11140138,202312,W,M,35,T24,96.84,7.8,22.59
11,11560,11560104,202303,H,F,35,T12,341.65,82.12,585.21
11,11140,11140169,202207,H,F,45,T06,25.1,2.53,16.42
11,11560,11560125,202102,W,F,20,T18,85.5,24.75,44.56
11,11140,11140168,202301,W,M,40,T12,55.44,582.63,520.97
11,11140,11140119,202309,W,M,35,T15,22.58,185.91,84.38
11,11560,11560132,202207,H,F,50,T15,2925.73,307.65,1103.73
11,11140,11140127,202108,W,F,55,T24,11.03,5.39,6.6
11,11140,11140123,202104,H,M,25,T06,5.17,2.02,10.04
11,11140,11140169,202306,H,M,20,T06,34.75,1.64,11.51
11,11140,11140121,202109,H,M,20,T18,21.06,18.4,57.9
11,11140,11140115,202307,W,F,20,T06,63.6,42.41,42.19
11,11140,11140173,202210,W,F,30,T12,10.49,27.61,28.73
11,11140,11140160,202308,W,M,65,T12,10.84,46.47,28.58
11,11140,11140155,202112,W,F,50,T21,11.81,6.57,19.08
11,11650,11650104,202101,H,F,60,T06,95.93,6.6,36.53
11,11140,11140118,202101,H,F,45,T21,47.01,5.55,19.2
11,11140,11140173,202102,H,F,25,T21,16.79,2.41,11.2
11,11650,11650111,202104,W,F,30,T12,96.25,31.67,49.4
11,11560,11560120,202210,W,M,25,T06,31.14,15.35,28.68
11,11140,11140159,202308,H,F,20,T21,57.78,6.52,105.06
11,11560,11560133,202211,H,M,55,T21,2604.2,137.33,474.73
11,11140,11140102,202310,H,M,40,T09,72.14,24.96,83.61
11,11560,11560127,202210,W,M,60,T06,119.42,54.18,114.94
11,11560,11560109,202311,H,M,50,T06,195.39,18.83,70.43
11,11140,11140124,202304,H,M,10,T18,146.84,4.95,103.84
11,11140,11140113,202208,H,M,15,T06,3.95,0.0,7.97
11,11140,11140127,202212,W,F,35,T21,93.87,17.99,62.73
11,11140,11140120,202205,H,M,55,T18,39.56,17.53,81.46
11,11140,11140129,202212,H,M,30,T18,22.96,5.87,42.18
11,11560,11560134,202202,H,F,40,T12,35.55,5.15,25.72
11,11140,11140166,202110,W,F,70,T06,52.39,0.01,93.07
11,11140,11140138,202201,H,M,40,T09,30.15,19.83,60.99
11,11140,11140168,202201,H,M,50,T21,56.31,3.53,58.89
11,11140,11140107,202111,H,F,20,T21,1.69,2.54,19.72
11,11140,11140173,202204,W,M,20,T12,6.4,5.92,9.49
11,11140,11140119,202111,W,M,15,T18,3.77,0.0,10.66
11,11140,11140127,202208,H,M,15,T18,29.94,0.0,125.96
11,11560,11560110,202104,W,M,45,T21,1400.28,621.85,815.18
11,11140,11140170,202311,H,M,55,T24,52.55,3.71,16.93
11,11140,11140121,202305,H,F,20,T09,100.82,45.91,103.95
11,11140,11140155,202209,W,F,45,T12,22.54,124.55,87.92
11,11560,11560125,202201,H,M,60,T09,116.7,18.8,89.84
11,11140,11140141,202204,H,F,40,T21,3.54,0.61,4.05
11,11560,11560132,202104,W,F,50,T24,4372.04,139.38,566.21
11,11140,11140161,202311,H,F,65,T24,27.48,1.28,4.25
11,11140,11140122,202204,H,M,35,T15,23.83,24.95,117.74
11,11650,11650104,202302,H,F,65,T21,45.72,1.86,6.64
11,11140,11140170,202101,W,F,45,T09,12.5,92.96,61.66
11,11560,11560106,202301,H,F,50,T12,47.2,10.64,53.87
11,11140,11140110,202108,H,M,50,T15,3.89,9.51,33.06
11,11140,11140174,202209,W,F,10,T09,95.53,5.87,60.14
11,11140,11140108,202110,W,F,50,T18,1.2,10.74,10.06
11,11140,11140124,202308,H,M,50,T24,199.5,10.0,57.78
11,11140,11140158,202111,H,F,65,T06,11.24,4.67,7.61
11,11560,11560101,202302,H,M,35,T15,411.36,80.27,429.18
11,11140,11140108,202302,H,F,40,T12,5.71,6.58,18.33
11,11560,11560124,202104,W,F,50,T12,148.46,193.91,127.81
11,11140,11140165,202303,H,M,70,T06,276.88,0.07,119.53
11,11140,11140102,202301,H,M,50,T21,77.12,6.17,31.55
11,11140,11140164,202303,H,M,30,T09,117.84,15.2,74.64
11,11560,11560127,202105,W,M,65,T06,116.05,56.52,62.02
11,11140,11140168,202212,H,F,50,T15,67.75,19.73,89.5
11,11140,11140142,202207,W,F,30,T06,11.75,17.22,17.94
11,11560,11560110,202203,H,F,50,T12,1191.24,589.12,1265.08
11,11560,11560124,202203,W,F,55,T18,213.48,42.07,51.01
11,11140,11140164,202303,H,M,55,T06,95.86,13.98,33.55
11,11560,11560119,202102,W,M,65,T06,62.04,32.38,66.52
11,11140,11140165,202112,H,M,45,T12,209.03,80.98,164.38
11,11560,11560120,202210,W,M,55,T21,59.6,11.69,29.75
11,11140,11140127,202311,W,F,55,T12,71.87,217.81,155.9
11,11560,11560134,202302,H,M,35,T21,64.68,4.58,24.61
11,11140,11140118,202306,W,M,70,T18,275.8,0.0,137.07
11,11140,11140127,202112,H,F,15,T21,14.98,0.0,46.62
11,11650,11650107,202305,H,F,65,T15,2011.46,340.61,1703.92
11,11140,11140149,202204,W,F,55,T24,19.47,1.89,10.21
11,11560,11560118,202211,W,F,30,T24,889.12,12.81,77.35
11,11140,11140118,202106,W,F,65,T09,42.69,148.03,90.48
11,11140,11140128,202202,W,M,70,T09,19.2,0.0,42.14
11,11560,11560125,202209,W,F,30,T12,114.09,340.76,97.08
11,11140,11140131,202306,W,M,45,T12,48.68,369.78,198.08
11,11140,11140150,202311,W,M,55,T12,35.54,228.65,109.88
11,11140,11140104,202208,H,F,50,T09,22.02,57.91,73.34
11,11140,11140115,202107,W,F,55,T06,1.39,32.18,16.02
11,11650,11650101,202112,W,M,25,T06,2478.75,606.39,887.71
11,11140,11140165,202311,H,M,25,T12,204.0,57.77,188.24
11,11140,11140128,202312,H,M,45,T24,79.03,3.42,24.04
11,11650,11650111,202103,W,M,30,T15,74.69,37.79,82.99
11,11140,11140146,202102,H,M,40,T24,14.88,1.55,8.37
11,11560,11560134,202102,W,M,30,T15,24.09,45.88,40.25
11,11560,11560127,202107,H,M,50,T15,183.19,51.77,168.47
11,11140,11140171,202309,H,M,70,T21,198.69,0.0,28.92
11,11140,11140115,202212,W,M,35,T12,54.81,232.25,284.88
11,11140,11140158,202203,H,M,40,T06,19.95,10.87,15.99
11,11650,11650102,202107,W,M,60,T15,813.9,747.39,1398.34
11,11140,11140140,202104,W,M,65,T12,0.95,6.77,8.28
11,11140,11140147,202303,H,F,30,T09,49.65,12.54,62.37
11,11140,11140115,202308,H,F,30,T15,74.41,113.85,255.74
11,11140,11140163,202206,H,M,15,T09,34.68,0.0,23.92
11,11140,11140122,202209,W,M,50,T09,43.77,187.02,172.45
11,11560,11560126,202311,H,M,20,T24,88.49,8.34,31.02
11,11140,11140125,202102,H,M,50,T06,30.41,19.94,42.81
11,11560,11560110,202204,H,M,15,T24,730.76,0.0,224.18
11,11560,11560109,202102,H,M,15,T12,74.36,0.0,54.7
11,11140,11140142,202106,H,F,40,T18,11.62,2.13,25.99
11,11140,11140161,202310,H,M,65,T12,16.18,9.72,37.0
11,11650,11650102,202311,H,M,25,T18,1219.36,252.01,1020.05
11,11650,11650104,202210,H,F,45,T24,45.51,1.74,23.58
11,11140,11140140,202308,W,F,55,T18,20.99,6.5,10.19
11,11560,11560104,202306,H,M,30,T09,549.08,84.79,604.74
11,11560,11560123,202303,W,F,40,T18,167.36,18.22,40.98
11,11560,11560131,202301,H,M,10,T18,118.2,0.9,65.15
11,11650,11650104,202101,H,M,70,T18,123.17,1.17,44.98
11,11140,11140103,202106,H,M,45,T21,18.16,17.94,41.11
11,11140,11140150,202301,W,F,65,T21,40.74,4.78,10.19
11,11140,11140112,202207,H,M,30,T21,55.69,9.87,80.58
11,11140,11140144,202107,W,F,60,T06,94.72,58.4,55.23
11,11560,11560116,202212,W,F,45,T18,143.0,37.2,128.92
11,11560,11560122,202101,H,M,30,T18,53.32,9.19,36.16
11,11560,11560115,202303,H,M,70,T09,387.01,0.0,172.09
11,11140,11140161,202104,H,M,65,T18,3.17,3.68,8.84
11,11140,11140102,202105,W,M,40,T15,10.97,455.63,178.22
11,11560,11560104,202201,H,F,35,T18,120.99,17.45,301.0
11,11140,11140101,202305,W,F,15,T06,20.34,0.03,24.21
11,11140,11140101,202301,H,F,40,T15,25.8,9.76,52.16
11,11650,11650110,202304,H,M,50,T09,53.2,22.47,99.35
11,11140,11140108,202309,W,M,70,T24,40.46,0.0,7.24
11,11140,11140173,202208,W,F,35,T15,19.04,19.77,26.19
11,11560,11560129,202107,H,F,60,T18,156.2,9.5,38.55
11,11650,11650109,202101,W,M,60,T24,273.28,5.65,22.17
11,11560,11560120,202201,H,F,65,T15,47.5,3.13,24.25
11,11140,11140150,202205,H,M,35,T09,23.08,22.64,71.6
11,11650,11650109,202109,W,F,40,T12,217.68,177.89,116.95
11,11560,11560115,202309,W,M,30,T18,375.46,120.42,440.93
11,11140,11140159,202110,W,M,45,T12,10.44,235.2,117.08
11,11140,11140150,202202,H,M,65,T09,11.98,22.57,27.04
11,11650,11650110,202202,W,M,30,T24,99.08,5.43,10.74
11,11140,11140129,202303,H,F,20,T21,20.76,2.91,14.92
11,11560,11560120,202202,W,M,60,T09,44.88,118.22,55.61
11,11140,11140134,202111,H,M,25,T06,12.99,5.98,32.44
11,11140,11140103,202106,W,M,25,T12,5.74,279.35,159.53
11,11650,11650104,202212,W,M,40,T15,20.6,27.58,75.57
11,11140,11140121,202109,H,F,50,T06,81.05,24.56,24.02
11,11140,11140150,202111,H,F,35,T15,6.61,6.25,87.86
11,11140,11140155,202306,W,M,60,T21,78.26,11.79,41.81
11,11140,11140171,202202,W,M,65,T12,53.85,35.66,50.03
11,11140,11140171,202310,W,M,55,T09,75.16,122.87,119.79
11,11560,11560107,202311,W,F,25,T06,201.37,36.98,136.95
11,11140,11140147,202112,H,F,60,T06,16.68,7.72,6.56
11,11140,11140173,202209,H,M,30,T18,14.62,4.36,24.73
11,11140,11140107,202209,H,F,30,T12,10.03,4.94,26.37
11,11140,11140106,202202,W,F,35,T09,1.81,68.22,24.17
11,11560,11560123,202102,W,M,15,T21,105.63,0.0,19.88
11,11560,11560109,202205,H,M,10,T12,227.64,5.07,135.68
11,11560,11560106,202203,H,F,55,T18,47.15,13.58,20.29
11,11140,11140118,202304,H,M,30,T12,123.23,73.3,239.33
11,11140,11140110,202203,H,F,65,T21,7.11,0.77,1.31
11,11650,11650104,202308,H,F,55,T06,52.07,6.55,28.51
11,11140,11140115,202212,W,F,10,T09,68.48,1.78,41.65
11,11140,11140173,202302,H,M,15,T09,11.9,0.0,5.75
